#bin	name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames	relevantExonStart	relevantExonEnd
139	ENSPTRT00000009570	chr12	-	69988675	70034363	69989972	70032744	10	69988675,70006430,70007881,70011897,70012161,70013713,70028612,70029308,70032592,70034150,	69990879,70006582,70007962,70012050,70012239,70013868,70028846,70029403,70032759,70034363,	0	ENSPTRG00000005208	cmpl	cmpl	2,0,0,0,0,1,1,2,0,-1,	69988675	69990879
1124	ENSPTRT00000009596	chr12	+	70691043	70757342	70691297	70756977	3	70691043,70724500,70756808,	70691633,70724628,70757342,	0	ENSPTRG00000005218	cmpl	cmpl	0,0,2,	70756808	70757342
150	ENSPTRT00000009675	chr12	-	81441023	81585494	81457866	81585494	9	81441023,81457866,81492694,81495211,81533756,81533797,81533831,81533839,81585413,	81441354,81458085,81492904,81495283,81533795,81533830,81533837,81533872,81585494,	0	ENSPTRG00000005262	cmpl	cmpl	-1,0,0,0,0,0,0,0,0,	81441023	81441354
158	ENSPTRT00000009709	chr12	-	89345218	89433198	89357643	89433015	10	89345218,89357606,89358757,89359474,89367995,89368796,89371153,89385199,89398501,89433000,	89349618,89357683,89358825,89359584,89368079,89368953,89371324,89385262,89398615,89433198,	0	ENSPTRG00000005281	cmpl	cmpl	-1,2,0,1,1,0,0,0,0,0,	89345218	89349618
159	ENSPTRT00000067114	chr12	-	90433870	90502067	90437087	90501886	22	90433870,90444758,90445285,90447488,90449207,90449876,90450319,90456086,90456572,90457344,90462953,90466155,90466317,90467710,90470240,90472504,90473729,90476550,90480931,90481149,90488318,90501678,	90437113,90444912,90445468,90447596,90449419,90450090,90450511,90456193,90456660,90457524,90463191,90466316,90466395,90467953,90470455,90472666,90473768,90476691,90481057,90481404,90488516,90502067,	0	ENSPTRG00000005286	cmpl	cmpl	1,0,0,0,1,0,0,1,0,0,2,0,0,0,1,1,1,1,1,1,1,0,	90433870	90437113
173	ENSPTRT00000009881	chr12	+	105592528	105901235	105592942	105900933	4	105592528,105592800,105740106,105900078,	105592679,105593060,105740192,105901235,	0	ENSPTRG00000005379	cmpl	cmpl	-1,0,1,0,	105900078	105901235
197	ENSPTRT00000010347	chr12	+	130599243	130689403	130599264	130687787	6	130599243,130653394,130675385,130677389,130678781,130686581,	130599417,130653538,130675591,130677663,130678973,130689403,	0	ENSPTRG00000005627	cmpl	cmpl	0,0,0,2,0,0,	130686581	130689403
197	ENSPTRT00000010349	chr12	+	130845932	130985372	130845978	130983500	8	130845932,130869242,130883496,130894165,130947002,130948783,130958802,130983338,	130846046,130869391,130883602,130894217,130947046,130948904,130958901,130985372,	0	ENSPTRG00000005629	cmpl	cmpl	0,2,1,2,0,2,0,0,	130983338	130985372
735	ENSPTRT00000010476	chr13	-	19669675	19693043	19673388	19674696	2	19669675,19692888,	19674713,19693043,	0	ENSPTRG00000005681	cmpl	cmpl	0,-1,	19669675	19674713
773	ENSPTRT00000045156	chr13	+	24696339	24698737	24696361	24698263	1	24696339,	24698737,	0	ENSPTRG00000022593	cmpl	cmpl	0,	24696339	24698737
863	ENSPTRT00000010645	chr13	+	36465181	36489038	36486293	36486617	2	36465181,36486120,	36465454,36489038,	0	ENSPTRG00000005785	cmpl	cmpl	-1,0,	36486120	36489038
117	ENSPTRT00000010765	chr13	+	46410476	46601980	46410476	46601980	19	46410476,46507907,46526983,46544885,46546838,46548119,46551525,46553881,46558897,46561100,46565056,46565257,46571780,46572508,46575543,46583393,46589000,46594061,46601773,	46410777,46508052,46527110,46545020,46546966,46548183,46551631,46554006,46558965,46561187,46565146,46565294,46571834,46572581,46575648,46583503,46589138,46594139,46601980,	0	ENSPTRG00000005856	cmpl	cmpl	0,1,2,0,0,2,0,1,0,2,2,2,0,0,1,1,0,0,0,	46601773	46601980
117	ENSPTRT00000010764	chr13	+	46410476	46611817	46410476	46610902	18	46410476,46507907,46526983,46544885,46546838,46548119,46551525,46553881,46558897,46561100,46565056,46565257,46571780,46572508,46583393,46589000,46594061,46610791,	46410777,46508052,46527110,46545020,46546966,46548183,46551631,46554006,46558965,46561187,46565146,46565294,46571834,46572581,46583503,46589138,46594139,46611817,	0	ENSPTRG00000005856	cmpl	cmpl	0,1,2,0,0,2,0,1,0,2,2,2,0,0,1,0,0,0,	46610791	46611817
14	ENSPTRT00000010791	chr13	-	49199374	49290496	49201522	49271798	9	49199374,49222365,49230107,49234604,49241508,49250612,49268303,49271687,49290027,	49201702,49222509,49230173,49234664,49241677,49250731,49268468,49271829,49290496,	0	ENSPTRG00000005872	cmpl	cmpl	0,0,0,0,2,0,0,0,-1,	49199374	49201702
975	ENSPTRT00000010816	chr13	+	51148239	51199124	51148241	51199124	4	51148239,51162214,51168359,51198317,	51148272,51162322,51169093,51199124,	0	ENSPTRG00000005888	incmpl	cmpl	0,1,1,0,	51198317	51199124
1024	ENSPTRT00000060167	chr13	+	57541135	57640992	57542027	57637358	4	57541135,57575908,57576101,57636675,	57544592,57575967,57576274,57640992,	0	ENSPTRG00000005914	cmpl	cmpl	0,0,2,1,	57541135	57544592
1024	ENSPTRT00000060167	chr13	+	57541135	57640992	57542027	57637358	4	57541135,57575908,57576101,57636675,	57544592,57575967,57576274,57640992,	0	ENSPTRG00000005914	cmpl	cmpl	0,0,2,1,	57636675	57640992
0	ENSPTRT00000049255	chr13	-	66347305	67272143	66347305	67272143	4	66347305,66676016,66944488,67269107,	66347679,66676218,66944590,67272143,	0	ENSPTRG00000005922	cmpl	cmpl	1,0,0,0,	66347305	66347679
141	ENSPTRT00000010876	chr13	-	71617158	72051084	71619838	72050656	12	71617158,71654944,71655510,71658985,71668797,71738880,71741681,71754677,71755254,71813516,71865451,72049799,	71619876,71655013,71655654,71659133,71668949,71739015,71741817,71754850,71755410,71813678,71865567,72051084,	0	ENSPTRG00000005924	cmpl	cmpl	1,1,1,0,1,1,0,1,1,1,2,0,	71617158	71619876
1334	ENSPTRT00000010989	chr13	+	98200030	98234214	98200098	98230672	2	98200030,98230434,	98200412,98234214,	0	ENSPTRG00000005983	cmpl	cmpl	0,2,	98230434	98234214
176	ENSPTRT00000060071	chr13	-	108180828	108883246	108180828	108883246	3	108180828,108222652,108882334,	108181118,108222824,108883246,	0	ENSPTRG00000031125	cmpl	cmpl	1,0,0,	108180828	108181118
1430	ENSPTRT00000011069	chr13	-	110802264	110832096	110803311	110832096	5	110802264,110828291,110828708,110828722,110829209,	110803316,110828707,110828719,110828730,110832096,	0	ENSPTRG00000006030	cmpl	incmpl	1,2,0,1,0,	110828291	110828707
107	ENSPTRT00000011516	chr14	+	36329116	36689685	36379047	36685398	14	36329116,36358894,36378259,36378987,36398249,36399972,36401733,36416649,36443382,36443675,36503674,36560024,36638041,36685331,	36329270,36359007,36378397,36379066,36398481,36400108,36401839,36416779,36443416,36443846,36503782,36560119,36638272,36689685,	0	ENSPTRG00000006284	cmpl	cmpl	-1,-1,-1,0,1,2,0,1,2,0,0,0,2,2,	36685331	36689685
962	ENSPTRT00000011584	chr14	-	49445365	49510659	49445365	49510635	10	49445365,49463663,49466031,49467434,49476779,49482162,49492398,49500502,49501387,49510495,	49445561,49463795,49466189,49467602,49476814,49482325,49492530,49500654,49501503,49510659,	0	ENSPTRG00000006329	cmpl	cmpl	2,2,0,0,1,0,0,1,2,0,	49445365	49445561
1120	ENSPTRT00000059418	chr14	-	70164857	70179581	70165072	70167403	2	70164857,70179362,	70167429,70179581,	0	ENSPTRG00000030707	cmpl	cmpl	0,-1,	70164857	70167429
141	ENSPTRT00000011913	chr14	+	71623452	72245519	71623452	72245519	18	71623452,72031227,72134599,72138338,72139699,72145848,72150833,72153692,72155444,72157551,72159060,72175905,72192148,72200367,72218200,72218247,72245185,72245228,	71623536,72031327,72134650,72138445,72139751,72145913,72150910,72153774,72155519,72157650,72159122,72176016,72192274,72200554,72218245,72218290,72245226,72245519,	0	ENSPTRG00000006504	cmpl	cmpl	0,0,1,1,0,1,0,2,0,0,0,2,2,2,0,0,1,0,	72245185	72245226
11	ENSPTRT00000044314	chr15	-	24022275	24472993	24026544	24472993	10	24022275,24040659,24047302,24060270,24063283,24102668,24259632,24259911,24303387,24472793,	24026886,24040904,24047455,24060408,24063366,24102889,24259700,24260003,24303435,24472993,	0	ENSPTRG00000006831	cmpl	cmpl	0,1,1,1,2,0,1,2,2,0,	24022275	24026886
867	ENSPTRT00000048729	chr15	-	37053471	37072218	37057360	37071856	4	37053471,37069951,37071564,37072127,	37057462,37070112,37071861,37072218,	0	ENSPTRG00000006912	cmpl	cmpl	0,1,0,-1,	37053471	37057462
121	ENSPTRT00000049347	chr15	-	50860560	51121024	50864504	51094551	20	50860560,50871637,50946822,50959337,50963947,50965703,51021569,51061184,51063547,51066407,51067345,51072238,51072717,51074156,51075792,51076551,51077968,51084189,51094398,51120994,	50864560,50871742,50947018,50959417,50964039,50966521,51021766,51061380,51063768,51066653,51067493,51072335,51072863,51074276,51075869,51076726,51078047,51084296,51094563,51121024,	0	ENSPTRG00000007092	cmpl	cmpl	1,1,0,1,2,0,1,0,1,1,0,2,0,0,1,0,2,0,0,-1,	50860560	50864560
986	ENSPTRT00000013091	chr15	-	52617337	52684198	52619137	52648790	6	52617337,52637794,52642497,52644288,52648637,52683975,	52619336,52637918,52642601,52644374,52648812,52684198,	0	ENSPTRG00000007095	cmpl	cmpl	2,1,2,0,0,-1,	52617337	52619336
1130	ENSPTRT00000058382	chr15	-	71538795	71550805	71538881	71550460	2	71538795,71550304,	71539607,71550805,	0	ENSPTRG00000030242	cmpl	cmpl	0,0,	71538795	71539607
1156	ENSPTRT00000013505	chr15	-	74912052	74938400	74912897	74938183	7	74912052,74919176,74919568,74920956,74922579,74922854,74938120,	74912990,74919260,74919721,74921058,74922654,74923046,74938400,	0	ENSPTRG00000007322	cmpl	cmpl	0,0,0,0,0,0,0,	74912052	74912990
1197	ENSPTRT00000013596	chr15	+	80250897	80273394	80250966	80271531	3	80250897,80260053,80270587,	80251019,80260253,80273394,	0	ENSPTRG00000007375	cmpl	cmpl	0,2,1,	80270587	80273394
1342	ENSPTRT00000013844	chr15	-	99222974	99299405	99223112	99299405	9	99222974,99282066,99299311,99299327,99299338,99299345,99299365,99299370,99299390,	99224705,99282562,99299325,99299336,99299341,99299363,99299368,99299388,99299405,	0	ENSPTRG00000007511	cmpl	incmpl	0,2,0,0,0,0,0,0,0,	99222974	99224705
608	ENSPTRT00000064224	chr16	+	3044640	3065780	3045618	3063302	10	3044640,3045442,3048166,3048754,3049679,3051406,3052112,3053175,3055034,3063262,	3045040,3045919,3048619,3049018,3049732,3051500,3052376,3053448,3055095,3065780,	0	ENSPTRG00000007671	cmpl	cmpl	-1,0,1,1,1,0,1,1,1,2,	3063262	3065780
9	ENSPTRT00000014217	chr16	-	4083323	4234858	4083323	4234858	9	4083323,4092229,4095041,4096682,4101196,4110237,4111730,4125552,4233165,	4084515,4092271,4095190,4096842,4101405,4110453,4111835,4125743,4234858,	0	ENSPTRG00000007711	cmpl	cmpl	2,2,0,2,0,0,0,1,0,	4083323	4084515
656	ENSPTRT00000014286	chr16	+	9374589	9400002	9374589	9400002	6	9374589,9375266,9375295,9376017,9386068,9399757,	9374712,9375293,9375359,9376098,9386344,9400002,	0	ENSPTRG00000007751	cmpl	cmpl	0,0,0,1,1,1,	9399757	9400002
10	ENSPTRT00000014328	chr16	+	12431388	12945982	12431388	12945982	12	12431388,12449464,12497490,12500474,12569819,12649300,12730745,12772187,12777165,12855675,12902869,12945855,	12431475,12449546,12497554,12500603,12569902,12649404,12730862,12772243,12777247,12855816,12903009,12945982,	0	ENSPTRG00000007785	cmpl	cmpl	0,0,1,2,2,1,0,0,2,0,0,2,	12945855	12945982
85	ENSPTRT00000014331	chr16	-	13043566	13188501	13048517	13188390	4	13043566,13088146,13165648,13188320,	13048747,13088572,13165867,13188501,	0	ENSPTRG00000007787	cmpl	cmpl	1,1,1,0,	13043566	13048747
747	ENSPTRT00000014476	chr16	+	21325121	21341066	21325166	21340350	2	21325121,21339260,	21325330,21341066,	0	ENSPTRG00000007857	cmpl	cmpl	0,2,	21339260	21341066
12	ENSPTRT00000014585	chr16	+	26067808	26511978	26067808	26511978	2	26067808,26511341,	26068149,26511978,	0	ENSPTRG00000007907	incmpl	cmpl	0,2,	26511341	26511978
12	ENSPTRT00000060311	chr16	-	28223998	28498736	28224477	28498730	6	28223998,28240132,28262348,28278180,28396798,28498429,	28224575,28240200,28262516,28278292,28396846,28498736,	0	ENSPTRG00000007918	cmpl	incmpl	1,2,2,1,1,0,	28223998	28224575
123	ENSPTRT00000048611	chr16	+	53036327	53462956	53036327	53461885	9	53036327,53150457,53165865,53185110,53215396,53221470,53230439,53275689,53461731,	53036372,53150535,53166493,53185254,53215476,53221614,53230559,53275814,53462956,	0	ENSPTRG00000008118	cmpl	cmpl	0,0,0,1,1,0,0,0,2,	53461731	53462956
1113	ENSPTRT00000015271	chr16	+	69246550	69288369	69246639	69284624	5	69246550,69269167,69270146,69281196,69284533,	69246813,69269296,69270176,69281225,69288369,	0	ENSPTRG00000008282	cmpl	cmpl	0,0,0,0,2,	69284533	69288369
595	ENSPTRT00000015716	chr17	-	1384134	1420427	1385465	1420427	4	1384134,1403146,1419608,1420337,	1385603,1403682,1419723,1420427,	0	ENSPTRG00000008522	cmpl	cmpl	0,1,0,0,	1384134	1385603
618	ENSPTRT00000015851	chr17	-	4345715	4383502	4359443	4383497	5	4345715,4359406,4365770,4373246,4383396,	4349035,4359530,4365949,4373344,4383502,	0	ENSPTRG00000008589	cmpl	incmpl	-1,0,1,2,0,	4345715	4349035
940	ENSPTRT00000016130	chr17	-	46562744	46626240	46562744	46626240	14	46562744,46563082,46564799,46571949,46581546,46590283,46591172,46592270,46594794,46597749,46609672,46615819,46618405,46626051,	46562755,46563407,46564841,46572088,46581635,46590353,46591233,46592430,46594948,46597856,46609794,46615924,46618493,46626240,	0	ENSPTRG00000008761	incmpl	cmpl	1,0,0,2,0,2,1,0,2,0,1,1,0,0,	46563082	46563407
911	ENSPTRT00000016188	chr17	+	42749452	42858161	42750250	42857654	2	42749452,42857032,	42750849,42858161,	0	ENSPTRG00000008789	cmpl	cmpl	0,2,	42857032	42858161
91	ENSPTRT00000016709	chr17	+	18992110	19039944	18992110	19039944	21	18992110,18992244,19003423,19007262,19008053,19009341,19009933,19010012,19010036,19011702,19012030,19012355,19013746,19019310,19019571,19020033,19020776,19022955,19023456,19028255,19039809,	18992242,18992433,19003444,19007458,19008252,19009435,19009980,19010034,19010665,19011795,19012074,19012543,19013922,19019441,19019719,19020280,19021011,19023110,19023609,19028402,19039944,	0	ENSPTRG00000009070	incmpl	cmpl	0,0,0,0,1,2,0,2,0,2,2,1,0,2,1,2,0,1,0,0,0,	19039809	19039944
128	ENSPTRT00000017361	chr17	+	58540645	58611085	58561980	58608760	5	58540645,58561785,58597286,58598319,58608670,	58540768,58562097,58597330,58598428,58611085,	0	ENSPTRG00000009468	cmpl	cmpl	-1,0,0,2,0,	58608670	58611085
1070	ENSPTRT00000059603	chr17	-	63613744	63685158	63615056	63661444	16	63613744,63620941,63633260,63639896,63642013,63644031,63645105,63646555,63647732,63651767,63655167,63661359,63668126,63670902,63684768,63684881,	63615086,63620964,63633317,63639962,63642067,63644105,63645133,63646663,63648020,63652043,63655416,63661635,63668432,63671196,63684795,63685158,	0	ENSPTRG00000009538	cmpl	cmpl	0,1,1,1,1,2,1,1,1,1,1,0,-1,-1,-1,-1,	63613744	63615086
1140	ENSPTRT00000017599	chr17	-	72767401	72794894	72769193	72770264	3	72767401,72768518,72794859,	72768233,72770376,72794894,	0	ENSPTRG00000009599	cmpl	cmpl	-1,0,-1,	72768518	72770376
142	ENSPTRT00000017604	chr17	-	72823387	73001633	72824019	73001633	43	72823387,72834043,72836002,72836415,72838235,72843853,72847952,72851394,72855119,72866789,72867060,72868504,72872067,72874070,72874672,72876036,72878687,72879828,72881944,72882593,72883539,72886904,72887189,72888038,72889891,72890525,72890814,72909484,72912860,72915971,72917087,72917617,72924223,72925214,72927454,72929185,72931462,72931687,72934527,72941293,72949777,72966349,73001472,	72824373,72834170,72836141,72836556,72838400,72843979,72848114,72851532,72855306,72866905,72867162,72868561,72872149,72874141,72874776,72876238,72878882,72879927,72882134,72882709,72883777,72887055,72887299,72888160,72890083,72890624,72891010,72909665,72913001,72916119,72917224,72917794,72924326,72925382,72927571,72929380,72931546,72931878,72934639,72941427,72949925,72966456,73001633,	0	ENSPTRG00000009600	cmpl	incmpl	0,2,1,1,1,1,1,1,0,1,1,1,0,1,2,1,1,1,0,1,0,2,0,1,1,1,0,2,2,1,2,2,1,1,1,1,1,2,1,2,1,2,0,	72823387	72824373
1179	ENSPTRT00000017816	chr17	+	77887019	77898491	77887139	77896405	5	77887019,77887502,77888788,77889491,77896315,	77887250,77887612,77888857,77889609,77898491,	0	ENSPTRG00000009707	cmpl	cmpl	0,0,2,2,0,	77896315	77898491
18	ENSPTRT00000018008	chr17	+	82759851	82850087	82759853	82846987	10	82759851,82807866,82812536,82816203,82826788,82828058,82829941,82830269,82831191,82846790,	82760230,82808061,82812684,82816350,82826982,82828234,82830221,82830286,82831401,82850087,	0	ENSPTRG00000009806	incmpl	cmpl	0,2,2,0,0,2,1,2,1,1,	82846790	82850087
88	ENSPTRT00000018052	chr18	+	15981917	16076873	16040476	16074042	12	15981917,16040468,16045517,16049296,16051262,16051456,16054216,16054534,16058128,16061511,16065528,16073833,	15982140,16040747,16045617,16049395,16051366,16051606,16054372,16054714,16058205,16061665,16065660,16076873,	0	ENSPTRG00000009824	cmpl	cmpl	-1,0,1,2,2,1,1,1,1,0,1,1,	16073833	16076873
636	ENSPTRT00000018113	chr18	-	6725587	6813799	6728814	6813799	7	6725587,6742420,6774021,6775152,6796451,6813298,6813787,	6728912,6742530,6774128,6775224,6796533,6813378,6813799,	0	ENSPTRG00000009861	cmpl	incmpl	1,2,0,0,2,0,0,	6725587	6728912
604	ENSPTRT00000066095	chr18	+	2582613	2613854	2612476	2613370	2	2582613,2612348,	2582666,2613854,	0	ENSPTRG00000009892	cmpl	cmpl	-1,0,	2612348	2613854
733	ENSPTRT00000018214	chr18	-	19407105	19470366	19408312	19470209	10	19407105,19419195,19424980,19426756,19437474,19442106,19446902,19454290,19457192,19470188,	19408396,19419294,19425076,19426855,19437573,19442205,19447001,19454389,19457303,19470366,	0	ENSPTRG00000009921	cmpl	cmpl	0,0,0,0,0,0,0,0,0,0,	19407105	19408396
13	ENSPTRT00000018330	chr18	+	40867586	41263724	40889035	41262615	6	40867586,40888701,41058592,41148135,41237356,41261995,	40867710,40889359,41058646,41151595,41237527,41263724,	0	ENSPTRG00000009986	cmpl	cmpl	-1,0,0,0,1,1,	41148135	41151595
929	ENSPTRT00000018370	chr18	-	45146349	45177128	45147868	45176932	4	45146349,45169012,45174889,45176319,	45148407,45169087,45174943,45177128,	0	ENSPTRG00000010010	cmpl	cmpl	1,1,1,0,	45146349	45148407
123	ENSPTRT00000018426	chr18	+	53072865	53458132	53094007	53455529	28	53072865,53093988,53100843,53102823,53104189,53107464,53108367,53112743,53113242,53116146,53116479,53117782,53139293,53153070,53179265,53181554,53199378,53202037,53204144,53239969,53304333,53348429,53360296,53363049,53363824,53388962,53449420,53455325,	53073057,53094166,53100950,53102902,53104364,53107541,53108487,53112889,53113345,53116288,53116728,53118003,53139489,53153285,53180035,53181643,53199477,53202156,53204268,53240083,53304555,53348616,53360414,53363199,53363907,53389062,53449525,53458132,	0	ENSPTRG00000010042	cmpl	cmpl	-1,0,0,2,0,1,0,0,2,0,1,1,0,1,0,2,1,1,0,1,1,1,2,0,0,2,0,0,	53455325	53458132
125	ENSPTRT00000018439	chr18	-	54949954	55082713	54949954	55082713	13	54949954,54966153,54972035,54983499,54985414,54992297,54992434,54997581,55003298,55004927,55050478,55079010,55082604,	54950171,54966202,54972253,54983588,54985689,54992333,54992562,54997729,55004470,55006831,55052213,55079128,55082713,	0	ENSPTRG00000010052	cmpl	cmpl	2,1,2,0,1,1,2,1,2,0,2,1,0,	55003298	55004470
129	ENSPTRT00000056599	chr18	+	58819276	58880109	58819276	58880109	7	58819276,58843249,58844901,58849461,58853303,58855011,58879822,	58819417,58843331,58845027,58849605,58853397,58855106,58880109,	0	ENSPTRG00000010075	incmpl	cmpl	0,0,1,1,1,2,1,	58879822	58880109
16	ENSPTRT00000018483	chr18	-	59631472	59828128	59636736	59827414	3	59631472,59826829,59827921,	59636871,59827700,59828128,	0	ENSPTRG00000010079	cmpl	cmpl	0,0,-1,	59631472	59636871
141	ENSPTRT00000018558	chr18	+	71499365	71944071	71499365	71944071	9	71499365,71509357,71652416,71749936,71753774,71762664,71800414,71942385,71943894,	71504052,71509472,71652491,71750103,71753858,71762785,71800593,71943401,71944071,	0	ENSPTRG00000010117	cmpl	cmpl	0,1,2,2,1,1,2,1,0,	71942385	71943401
604	ENSPTRT00000018804	chr19	-	2533133	2577551	2533680	2539271	3	2533133,2539190,2577511,	2533806,2539308,2577551,	0	ENSPTRG00000010239	cmpl	cmpl	0,0,-1,	2533133	2533806
92	ENSPTRT00000019848	chr19	-	20302071	20330519	20302789	20330371	4	20302071,20315107,20316018,20330368,	20303898,20315203,20316145,20330519,	0	ENSPTRG00000010755	cmpl	cmpl	1,1,0,0,	20302071	20303898
741	ENSPTRT00000019836	chr19	-	20513820	20554301	20515413	20554178	5	20513820,20514531,20534476,20535745,20554175,	20514496,20516684,20534572,20535872,20554301,	0	ENSPTRG00000010750	cmpl	cmpl	-1,1,1,0,0,	20513820	20514496
751	ENSPTRT00000066822	chr19	+	21794472	21831375	21794627	21831375	4	21794472,21819249,21820180,21829576,	21794630,21819376,21820276,21831375,	0	ENSPTRG00000010752	cmpl	cmpl	0,0,1,1,	21829576	21831375
11	ENSPTRT00000019883	chr19	-	22002517	22047633	22002895	22047633	5	22002517,22020216,22021140,22045886,22047630,	22004202,22020315,22021267,22045979,22047633,	0	ENSPTRG00000010763	cmpl	cmpl	1,1,0,0,0,	22002517	22004202
753	ENSPTRT00000051006	chr19	-	22087377	22119661	22087377	22119661	4	22087377,22098262,22099479,22119658,	22089242,22098361,22099606,22119661,	0	ENSPTRG00000029066	cmpl	cmpl	1,1,0,0,	22087377	22089242
756	ENSPTRT00000068145	chr19	-	22453688	22476209	22453688	22476209	4	22453688,22454954,22472591,22476175,	22454702,22455577,22472687,22476209,	0	ENSPTRG00000029064	cmpl	cmpl	0,1,1,0,	22454954	22455577
94	ENSPTRT00000049692	chr19	+	22569476	22953891	22569476	22953891	6	22569476,22586730,22587657,22596640,22759873,22953856,	22569506,22586857,22587753,22598916,22759988,22953891,	0	ENSPTRG00000010768	cmpl	incmpl	0,0,1,1,0,1,	22596640	22598916
107	ENSPTRT00000019970	chr19	+	35718084	35907061	35788675	35906163	5	35718084,35788673,35883584,35896562,35906155,	35718220,35790845,35883737,35898134,35907061,	0	ENSPTRG00000010786	cmpl	cmpl	-1,0,1,1,1,	35788673	35790845
892	ENSPTRT00000066710	chr19	-	40252852	40272808	40252852	40272808	3	40252852,40261630,40272793,	40254378,40261724,40272808,	0	ENSPTRG00000010820	cmpl	incmpl	1,0,0,	40252852	40254378
897	ENSPTRT00000020078	chr19	+	40957394	40958387	40957394	40958387	1	40957394,	40958387,	0	ENSPTRG00000010844	cmpl	cmpl	0,	40957394	40958387
903	ENSPTRT00000020177	chr19	+	41745933	41771625	41769297	41770176	4	41745933,41749729,41759600,41768532,	41746528,41749803,41759671,41771625,	0	ENSPTRG00000010891	cmpl	cmpl	-1,-1,-1,0,	41768532	41771625
113	ENSPTRT00000064464	chr19	+	42596705	42637866	42596705	42636571	5	42596705,42609769,42612932,42613384,42635546,	42596733,42609837,42613059,42613480,42637866,	0	ENSPTRG00000010896	incmpl	cmpl	0,1,0,1,1,	42635546	42637866
113	ENSPTRT00000056116	chr19	-	42201078	42228982	42201308	42202775	2	42201078,42228236,	42202821,42228982,	0	ENSPTRG00000029031	cmpl	cmpl	0,-1,	42201078	42202821
914	ENSPTRT00000043695	chr19	-	43171190	43196475	43172588	43173572	4	43171190,43190647,43195744,43196375,	43173981,43190719,43195842,43196475,	0	ENSPTRG00000024377	cmpl	cmpl	0,-1,-1,-1,	43171190	43173981
965	ENSPTRT00000020648	chr19	+	49850986	49872292	49850986	49869913	4	49850986,49861565,49862233,49869871,	49850998,49861692,49862329,49872292,	0	ENSPTRG00000011111	incmpl	cmpl	0,0,1,1,	49869871	49872292
965	ENSPTRT00000065793	chr19	-	49882607	49904876	49882607	49904876	5	49882607,49884609,49894642,49895441,49904861,	49883700,49885048,49894738,49895568,49904876,	0	ENSPTRG00000011112	cmpl	cmpl	2,1,1,0,0,	49884609	49885048
120	ENSPTRT00000049473	chr19	-	49921940	49940577	49922820	49940577	4	49921940,49934213,49939812,49940562,	49925324,49934309,49939939,49940577,	0	ENSPTRG00000011113	cmpl	incmpl	1,1,0,0,	49921940	49925324
123	ENSPTRT00000020809	chr19	+	52549483	52632590	52549483	52632590	8	52549483,52568077,52618577,52620128,52630485,52630540,52631511,52632518,	52553164,52568222,52618655,52620260,52630538,52630590,52631839,52632590,	0	ENSPTRG00000011198	cmpl	cmpl	0,0,1,1,1,0,2,0,	52549483	52553164
1023	ENSPTRT00000021196	chr19	+	57442552	57473396	57470957	57472019	2	57442552,57470947,	57442721,57473396,	0	ENSPTRG00000011397	cmpl	cmpl	-1,0,	57470947	57473396
1060	ENSPTRT00000021495	chr19	-	62285891	62321667	62287190	62306343	5	62285891,62302111,62304656,62306310,62321564,	62288764,62302204,62304783,62306402,62321667,	0	ENSPTRG00000011536	cmpl	cmpl	1,1,0,0,-1,	62285891	62288764
1061	ENSPTRT00000021519	chr19	+	62443202	62471697	62468811	62470281	3	62443202,62449054,62468791,	62443314,62449139,62471697,	0	ENSPTRG00000022542	cmpl	cmpl	-1,-1,0,	62468791	62471697
586	ENSPTRT00000024388	chr20	+	258477	261234	258501	259719	1	258477,	261234,	0	ENSPTRG00000013141	cmpl	cmpl	0,	258477	261234
636	ENSPTRT00000024606	chr20	+	6710239	6722441	6712260	6721267	3	6710239,6712253,6720422,	6711017,6712612,6722441,	0	ENSPTRG00000013238	cmpl	cmpl	-1,0,1,	6720422	6722441
1	ENSPTRT00000024610	chr20	+	8089310	8847357	8089310	8847357	32	8089310,8106916,8330312,8588382,8604340,8606137,8607617,8615418,8616772,8643307,8655946,8666874,8674781,8676190,8681090,8683944,8686529,8688271,8692457,8696231,8698458,8699541,8700668,8716818,8720193,8725943,8734732,8748579,8748763,8749648,8750308,8847129,	8089373,8106994,8330381,8588520,8604420,8606191,8607693,8615519,8616939,8643454,8656104,8666957,8674866,8676368,8681158,8684041,8686614,8688396,8692612,8696396,8698558,8699646,8700778,8716951,8720247,8726163,8734913,8748656,8748853,8749706,8750395,8847357,	0	ENSPTRG00000013241	incmpl	cmpl	0,0,0,0,0,2,2,0,2,1,1,0,2,0,1,0,1,2,1,0,0,1,1,0,1,1,2,0,2,2,0,0,	8847129	8847357
